record_id,platform,category,product_id,product_name,listing_description,price_text,price_currency,price_min,price_max,min_order_text,min_order_quantity,min_order_unit,supplier_name,supplier_meta,rating_text,review_text,selling_points,badges_text,is_ad,source_url,image_url,captured_at,search_query,source_language
ali-1601639321701,Alibaba.com,香薰蜡烛,1601639321701,LANJO 定制徽标香薰蜡烛自有品牌天然大豆蜡蜡烛批发豪华手工礼品套装适合婚礼家居装饰,"LANJO 定制徽标香薰蜡烛自有品牌天然大豆蜡蜡烛批发豪华手工礼品套装适合婚礼家居装饰；满 US$2,000 立减 5%；无忧退；复购率 18%",US$0.88-1.98,USD,0.88,1.98,最低起订量：50 pieces,50,pieces,"Sichuan Lantu Culture Technology Co., Ltd.",4年 / CN,4.7,4.7/5.0 / (49),"满 US$2,000 立减 5% | 无忧退 | 复购率 18%",认证,False,https://www.alibaba.com/product-detail/LANJO-Custom-Logo-Scented-Candles-Private_1601639321701.html,https://s.alicdn.com/@sc04/kf/Ad2eae41f4a444f56ad8f384cea993513P.png_300x300.png,2026-09-08T05:39:32.972000+00:00,scented candle,zh-CN
ali-1601793226318,Alibaba.com,香薰蜡烛,1601793226318,豪华大豆蜡艺术蜡烛手工制作花卉香薰蜡烛适合婚礼礼品生日礼物毕业礼物家居装饰,豪华大豆蜡艺术蜡烛手工制作花卉香薰蜡烛适合婚礼礼品生日礼物毕业礼物家居装饰；无忧退,US$1.60-1.80,USD,1.60,1.80,最低起订量：50 sets,50,sets,"Shenzhen Wangzhu E-Commerce Co., Ltd.",1年 / CN,4.9,4.9/5.0 / (7),无忧退,认证,False,https://www.alibaba.com/product-detail/Luxury-Soy-Wax-Art-Candle-Handmade_1601793226318.html,https://s.alicdn.com/@sc04/kf/He01b0e3fceb547bc8a3ae0e8df15da8ao.jpg_300x300.jpg,2026-09-08T05:39:32.972000+00:00,scented candle,zh-CN
ali-1601217685279,Alibaba.com,香薰蜡烛,1601217685279,批发可爱手工甜点香味蜡烛食品香气沙漠蜡烛沙漠巧克力香味蜡烛,"批发可爱手工甜点香味蜡烛食品香气沙漠蜡烛沙漠巧克力香味蜡烛；满 US$2,000 立减 5%；无忧退",US$3.25-3.53,USD,3.25,3.53,最低起订量：5 pieces,5,pieces,"Sichuan Jieyuxi Technology Co., Ltd.",5年 / CN,4.9,4.9/5.0 / (30),"满 US$2,000 立减 5% | 无忧退",,False,https://www.alibaba.com/product-detail/Wholesale-Cute-Handmade-Dessert-Scented-Candles_1601217685279.html,https://s.alicdn.com/@sc04/kf/H0331ad91abc84cee8d1dee9f5593a72cA.jpg_300x300.jpg,2026-09-08T05:39:32.972000+00:00,scented candle,zh-CN
ali-1601787413195,Alibaba.com,香薰蜡烛,1601787413195,跨境创意冰咖啡形状香薰蜡烛手工果冻蜡烛家居装饰圣诞生日礼物,"跨境创意冰咖啡形状香薰蜡烛手工果冻蜡烛家居装饰圣诞生日礼物；满 US$2,000 立减 5%；无忧退",US$0.50-0.89,USD,0.50,0.89,最低起订量：30 pieces,30,pieces,"Henan Yaoben Information Technology Co., Ltd.",1年 / CN,4.7,4.7/5.0 / (20),"满 US$2,000 立减 5% | 无忧退",,False,https://www.alibaba.com/product-detail/Crossborder-Creative-Iced-Coffee-Shaped-Scented_1601787413195.html,https://s.alicdn.com/@sc04/kf/Hc9dfe27bce5846a092fc68a02f7b4dc2p.png_300x300.png,2026-09-08T05:39:32.972000+00:00,scented candle,zh-CN
ali-1601832352631,Alibaba.com,香薰扩香,1601832352631,OEM超声波雾化片定制KNN无铅雾化盘，用于香薰机,OEM超声波雾化片定制KNN无铅雾化盘，用于香薰机；无忧退,US$1-5,USD,1,5,"最低起订量：1,000 pieces",1000,pieces,"Jiaxing Mesh Atomization Technology Co., Ltd.",1年 / CN,,,无忧退,,False,https://www.alibaba.com/product-detail/OEM-Ultrasonic-Atomizing-Plate-Custom-Made_1601832352631.html,https://s.alicdn.com/@sc04/kf/Hd59b1607c4b746328572cfa7df2bef99x.png_300x300.png,2026-09-08T05:39:36.509000+00:00,aroma diffuser,zh-CN
ali-1601692758467,Alibaba.com,香薰扩香,1601692758467,格拉斯家用电器无水香薰机金属香薰机智能空气香薰机,格拉斯家用电器无水香薰机金属香薰机智能空气香薰机；复购率 25%,US$26-31,USD,26,31,最低起订量：12 pieces,12,pieces,"Guangdong Grasse Environmental Technology Co., Ltd.",11年 / CN,4.6,4.6/5.0 / (27),复购率 25%,认证,False,https://www.alibaba.com/product-detail/Grasse-Home-Appliances-Waterless-Aroma-Diffuser_1601692758467.html,https://s.alicdn.com/@sc04/kf/H67113b54d6e947289d5aabfa68d0633em.jpg_300x300.jpg,2026-09-08T05:39:36.509000+00:00,aroma diffuser,zh-CN
ali-1601881800661,Alibaba.com,香薰扩香,1601881800661,定制徽标便携式自动香薰机，适用于汽车、酒店，精油空气清新剂喷雾器，可定制功能,定制徽标便携式自动香薰机，适用于汽车、酒店，精油空气清新剂喷雾器，可定制功能；复购率 26%,US$17-20,USD,17,20,最低起订量：2 pieces,2,pieces,Shenzhen Senovat Technology Company Limited,6年 / CN,4.6,4.6/5.0 / (91),复购率 26%,认证,False,https://www.alibaba.com/product-detail/Custom-Logo-Portable-Automatic-Aroma-Diffuser_1601881800661.html,https://s.alicdn.com/@sc04/kf/Hf7cebe870f804d3a85a235b18700ea9bP.png_300x300.png,2026-09-08T05:39:36.509000+00:00,aroma diffuser,zh-CN
ali-1601922431491,Alibaba.com,香薰扩香,1601922431491,定制实木香薰机盖子定制香油瓶木盖环保家居香氛配件,定制实木香薰机盖子定制香油瓶木盖环保家居香氛配件；无忧退；复购率 25%,US$0.50,USD,0.50,0.50,"最低起订量：1,000 pieces",1000,pieces,"Cao County Hanruixiang Home Furnishings Co., Ltd.",2年 / CN,4.9,4.9/5.0 / (20),无忧退 | 复购率 25%,认证,False,https://www.alibaba.com/product-detail/Custom-Solid-Wood-Aromatherapy-Diffuser-Lid_1601922431491.html,https://s.alicdn.com/@sc04/kf/H6ca6416b811c468491fa4163a603a8efn.png_300x300.png,2026-09-08T05:39:36.509000+00:00,aroma diffuser,zh-CN
ali-1601809901142,Alibaba.com,香薰扩香,1601809901142,XFS DF30B12H-4 直流静音支架风扇 5V 12V 24V 家用香薰机散热器,XFS DF30B12H-4 直流静音支架风扇 5V 12V 24V 家用香薰机散热器；1 年质保,US$2.15-2.50,USD,2.15,2.50,最低起订量：1 piece,1,piece,"Shenzhen Yifengshun Technology Co., Ltd.",1年 / CN,,,1 年质保,,False,https://www.alibaba.com/product-detail/XFS-DF30B12H-4-DC-Quiet-Bracket_1601809901142.html,https://s.alicdn.com/@sc04/kf/H18c41bfc162f41acb056467d0be51d01M.png_300x300.png,2026-09-08T05:39:36.509000+00:00,aroma diffuser,zh-CN
ali-1601698962507,Alibaba.com,香薰扩香,1601698962507,高性能豪华香薰油扩散器 耐用型遥控香薰机 香薰机,高性能豪华香薰油扩散器 耐用型遥控香薰机 香薰机；12月07日前到货；复购率 15%,US$16.50,USD,16.50,16.50,最低起订量：1 piece,1,piece,"Shenzhen Siweiyi Technology Co., Ltd.",7年 / CN,4.6,4.6/5.0 / (161),12月07日前到货 | 复购率 15%,认证,False,https://www.alibaba.com/product-detail/High-Performance-Luxury-Aromatherapy-Oil-Diffusers_1601698962507.html,https://s.alicdn.com/@sc04/kf/H0b357ae9a7814e2982319d31d5447aceV.png_300x300.png,2026-09-08T05:39:36.509000+00:00,aroma diffuser,zh-CN
ali-1601052835079,Alibaba.com,香薰扩香,1601052835079,批发家用酒店客房豪华智能电动芳香冷空气芳香无水精油香味塔扩散器机,批发家用酒店客房豪华智能电动芳香冷空气芳香无水精油香味塔扩散器机；11月12日前到货；复购率 16%,US$28.88,USD,28.88,28.88,最低起订量：2 pieces,2,pieces,"Shenzhen Dazhi Technology Co., Ltd.",7年 / CN,4.7,4.7/5.0 / (145),11月12日前到货 | 复购率 16%,认证,False,https://www.alibaba.com/product-detail/Wholesale-Home-Hotel-Room-Luxury-Smart_1601052835079.html,https://s.alicdn.com/@sc04/kf/Habe4e62971e64420b7df7766848cfa3a9.jpg_300x300.jpg,2026-09-08T05:39:36.509000+00:00,aroma diffuser,zh-CN
ali-1601655652941,Alibaba.com,香薰扩香,1601655652941,香薰机静音蓝牙气味芳香扩散器散在豪华芳香专业商业香薰气味,香薰机静音蓝牙气味芳香扩散器散在豪华芳香专业商业香薰气味；复购率 26%,US$39-49,USD,39,49,最低起订量：1 unit,1,unit,Guangdong Crearoma Scent Tech Limited,2年 / CN,4.9,4.9/5.0 / (44),复购率 26%,认证,False,https://www.alibaba.com/product-detail/Fragrance-Machine-Silent-bluetooth-Smell-Aroma_1601655652941.html,https://s.alicdn.com/@sc04/kf/H6387a8dd5b1f4a6dbf6383ceb355d52f0.png_300x300.png,2026-09-08T05:39:36.509000+00:00,aroma diffuser,zh-CN
ali-1600619315273,Alibaba.com,香薰扩香,1600619315273,HC-A1000中国电动香薰机800毫升智能香薰机精油香薰机WIFI 4g,HC-A1000中国电动香薰机800毫升智能香薰机精油香薰机WIFI 4g；12月07日前到货；复购率 26%,US$72,USD,72,72,最低起订量：1 piece,1,piece,Shenzhen Senovat Technology Company Limited,6年 / CN,4.6,4.6/5.0 / (91),12月07日前到货 | 复购率 26%,认证,False,https://www.alibaba.com/product-detail/HC-A1000-China-Electric-Aroma-Diffuser_1600619315273.html,https://s.alicdn.com/@sc04/kf/H7417c27236a24666b6773390519caed9z.jpg_300x300.jpg,2026-09-08T05:39:36.509000+00:00,aroma diffuser,zh-CN
ali-60041054742,Alibaba.com,香薰扩香,60041054742,250毫升无线小型暖通空调香味香味输送系统商用空气香味扩散器机商用香味扩散器,250毫升无线小型暖通空调香味香味输送系统商用空气香味扩散器机商用香味扩散器；复购率 26%,US$45,USD,45,45,最低起订量：10 pieces,10,pieces,"Shenzhen Maxwin Industrial Co., Ltd.",13年 / CN,5.0,5.0/5.0 / (27),复购率 26%,认证,False,https://www.alibaba.com/product-detail/250ml-Wireless-Small-HVAC-Scent-Aroma_60041054742.html,https://s.alicdn.com/@sc04/kf/H8f70e912ee7c4219af535a1f90c3bbc7S.jpg_300x300.jpg,2026-09-08T05:39:36.509000+00:00,aroma diffuser,zh-CN
ali-1601617846699,Alibaba.com,瑜伽用品,1601617846699,盛德批发高品质环保可折叠儿童防滑双面旅行健身锻炼时尚TPE瑜伽垫,盛德批发高品质环保可折叠儿童防滑双面旅行健身锻炼时尚TPE瑜伽垫；复购率 24%,US$2.80-2.90,USD,2.80,2.90,最低起订量：100 pieces,100,pieces,"Fuqing Shengde Ruibo Technology Co., Ltd.",3年 / CN,4.5,4.5/5.0 / (16),复购率 24%,,False,https://www.alibaba.com/product-detail/SHENGDE-Wholesale-High-Quality-Eco-Friendly_1601617846699.html,https://s.alicdn.com/@sc04/kf/H9783cf64e5af453f8bc3c3925cfb28f3I.jpg_300x300.jpg,2026-09-08T05:39:52.899000+00:00,yoga mat,zh-CN
ali-1601675519648,Alibaba.com,瑜伽用品,1601675519648,DIY户外聚酯再生橡胶空白热升华垫,DIY户外聚酯再生橡胶空白热升华垫；复购率 42%,US$3.90-9.90,USD,3.90,9.90,最低起订量：300 pieces,300,pieces,Coco Hill Limited,1年 / HK,4.9,4.9/5.0 / (10),复购率 42%,,False,https://www.alibaba.com/product-detail/DIY-Outdoor-Polyester-Recycled-Rubber-Blank_1601675519648.html,https://s.alicdn.com/@sc04/kf/H0602795862254303b4d40689099f1313k.jpg_300x300.jpg,2026-09-08T05:39:52.899000+00:00,yoga mat,zh-CN
ali-1601840641052,Alibaba.com,瑜伽用品,1601840641052,[软质软木瑜伽垫] 加宽加厚天然橡胶 183 厘米 5 毫米 长方形 3 公斤 激光雕刻徽标 印有姿势对准线,[软质软木瑜伽垫] 加宽加厚天然橡胶 183 厘米 5 毫米 长方形 3 公斤 激光雕刻徽标 印有姿势对准线；无忧退,US$14.09-16.09,USD,14.09,16.09,最低起订量：50 pieces,50,pieces,"Sichuan Trust & Harmony Prime-Create Environmental Art Engineering Co., Ltd.",1年 / CN,,,无忧退,,False,https://www.alibaba.com/product-detail/-Soft-Cork-Yoga-Mat-Wider_1601840641052.html,https://s.alicdn.com/@sc04/kf/H6f1b90e2fd474a86b7a3f2385048d0a1l.png_300x300.png,2026-09-08T05:39:52.899000+00:00,yoga mat,zh-CN
ali-1601248304591,Alibaba.com,瑜伽用品,1601248304591,高密度软木瑜伽块 防滑环保 可定制徽标 OEM 低起订量,"高密度软木瑜伽块 防滑环保 可定制徽标 OEM 低起订量；满 US$2,000 立减 5%；复购率 34%",US$1.50-4.07,USD,1.50,4.07,最低起订量：50 pieces,50,pieces,"Xi 'an Tianlei Rubber Technology Co., Ltd.",6年 / CN,4.8,4.8/5.0 / (39),"满 US$2,000 立减 5% | 复购率 34%",,False,https://www.alibaba.com/product-detail/High-Density-Cork-Yoga-Block-Non_1601248304591.html,https://s.alicdn.com/@sc04/kf/H86446b72c4134258bbfc0cb7ea670d0aT.jpg_300x300.jpg,2026-09-08T05:39:52.899000+00:00,yoga mat,zh-CN
ali-1601682682153,Alibaba.com,瑜伽用品,1601682682153,条纹设计刺绣您自己的品牌彩色防滑健身厚底防滑女式普拉提棉质圆领瑜伽袜,条纹设计刺绣您自己的品牌彩色防滑健身厚底防滑女式普拉提棉质圆领瑜伽袜；复购率 21%,US$0.39-1.24,USD,0.39,1.24,最低起订量：30 pairs,30,pairs,"Zhuji Hetuo Knitted Co., Ltd.",1年 / CN,5.0,5.0/5.0 / (17),复购率 21%,认证,False,https://www.alibaba.com/product-detail/Striped-Design-Embroidery-Your-Own-Brand_1601682682153.html,https://s.alicdn.com/@sc04/kf/H65199d6b10c64db986b21b341f5d8aefI.png_300x300.png,2026-09-08T05:39:52.899000+00:00,yoga mat,zh-CN
ali-1601924096478,Alibaba.com,瑜伽用品,1601924096478,Glacier 定制徽标防滑硅胶握力袜霜白色瑜伽赤脚女式高品质低起订量OEM批发普拉提袜,"Glacier 定制徽标防滑硅胶握力袜霜白色瑜伽赤脚女式高品质低起订量OEM批发普拉提袜；满 US$2,000 立减 5%；无忧退；复购率 18%",US$0.99-1.69,USD,0.99,1.69,最低起订量：100 pairs,100,pairs,"JIAXING ALLIANCE INTERNATIONAL TRADE CO.,LTD.",2年 / CN,4.9,4.9/5.0 / (28),"满 US$2,000 立减 5% | 无忧退 | 复购率 18%",,False,https://www.alibaba.com/product-detail/Glacier-Custom-Logo-Anti-Slip-Silicone_1601924096478.html,https://s.alicdn.com/@sc04/kf/Hf18d55800260416192b9fa3a6cd693e9Q.png_300x300.png,2026-09-08T05:39:52.899000+00:00,yoga mat,zh-CN
ali-1601775947875,Alibaba.com,瑜伽用品,1601775947875,批发女式定制徽标透气棉质防滑瑜伽袜防滑健身个性化普拉提袜,批发女式定制徽标透气棉质防滑瑜伽袜防滑健身个性化普拉提袜；复购率 20%,US$0.60-2.10,USD,0.60,2.10,最低起订量：100 pairs,100,pairs,"Zhuji Qihang Knitting Co., Ltd.",3年 / CN,4.8,4.8/5.0 / (18),复购率 20%,认证,False,https://www.alibaba.com/product-detail/Wholesale-Women-Custom-Logo-Breathable-Cotton_1601775947875.html,https://s.alicdn.com/@sc04/kf/Hcb435d0f742245c8a8966af8d354e110s.png_300x300.png,2026-09-08T05:39:52.899000+00:00,yoga mat,zh-CN
ali-1601237448887,Alibaba.com,瑜伽用品,1601237448887,Dropshipping tpe瑜伽马特瑜伽运动健身房瑜伽防滑定制标志紫外线印花环保双层Tpe瑜伽垫,Dropshipping tpe瑜伽马特瑜伽运动健身房瑜伽防滑定制标志紫外线印花环保双层Tpe瑜伽垫；无忧退；复购率 18%,US$2.70-2.99,USD,2.70,2.99,最低起订量：2 pieces,2,pieces,"Ningbo Boga Sports Goods Co., Ltd.",5年 / CN,4.7,4.7/5.0 / (37),无忧退 | 复购率 18%,,False,https://www.alibaba.com/product-detail/Dropshipping-Tpe-Yoga-Matt-De-Yoga_1601237448887.html,https://s.alicdn.com/@sc04/kf/H4172f7310ae04cf2ad4a8d4b13e0df92s.jpg_300x300.jpg,2026-09-08T05:39:52.899000+00:00,yoga mat,zh-CN
ali-1600479718505,Alibaba.com,瑜伽用品,1600479718505,定制印花瑜伽垫环保运动哑光自有品牌防滑瑜伽垫8毫米,"定制印花瑜伽垫环保运动哑光自有品牌防滑瑜伽垫8毫米；满 US$2,000 立减 5%；无忧退；复购率 19%",US$1.80-2.35,USD,1.80,2.35,最低起订量：5 pieces,5,pieces,"Henan Lifeng Yuedong Sports Goods Co., Ltd.",14年 / CN,4.7,4.7/5.0 / (37),"满 US$2,000 立减 5% | 无忧退 | 复购率 19%",认证,False,https://www.alibaba.com/product-detail/Custom-Print-Yoga-Mats-Eco-Friendly_1600479718505.html,https://s.alicdn.com/@sc04/kf/He40b4c2eefbd494ba93b13194e12550bW.jpg_300x300.jpg,2026-09-08T05:39:52.899000+00:00,yoga mat,zh-CN
ali-60698431445,Alibaba.com,瑜伽用品,60698431445,优质高品质1/2英寸定制标志印花环保耐用旅行防滑长黑色健身房丁腈橡胶厚瑜伽垫,优质高品质1/2英寸定制标志印花环保耐用旅行防滑长黑色健身房丁腈橡胶厚瑜伽垫；复购率 18%,US$2.20-2.95,USD,2.20,2.95,"最低起订量：1,000 pieces",1000,pieces,"Fuqing Shengde Plastic & Rubber Products Co., Ltd.",18年 / CN,5.0,5.0/5.0 / (3),复购率 18%,,False,https://www.alibaba.com/product-detail/Premium-High-Quality-1-2-Inch_60698431445.html,https://s.alicdn.com/@sc04/kf/H1a329066a01c4cf091dc1034b17e7320l.jpg_300x300.jpg,2026-09-08T05:39:52.899000+00:00,yoga mat,zh-CN
ali-1601644929490,Alibaba.com,冥想用品,1601644929490,人体工学冥想坐垫 精神冥想 retreat 记忆海绵 舒适支撑普拉提瑜伽软靠背坐垫 座垫 Zafu 垫,人体工学冥想坐垫 精神冥想 retreat 记忆海绵 舒适支撑普拉提瑜伽软靠背坐垫 座垫 Zafu 垫；180 天内底价；11月12日前到货；无忧退,US$26.10,USD,26.10,26.10,最低起订量：1 piece,1,piece,"Hunan Sanmo Sports Goods Co., Ltd.",3年 / CN,4.9,4.9/5.0 / (104),180 天内底价 | 11月12日前到货 | 无忧退,,False,https://www.alibaba.com/product-detail/Ergonomic-Meditation-Cushion-Mindful-Retreat-Memory_1601644929490.html,https://s.alicdn.com/@sc04/kf/Hac6a1d15833e4bd0b819bf8014e44496c.jpg_300x300.jpg,2026-09-08T05:39:56.737000+00:00,meditation cushion,zh-CN
ali-1601237307319,Alibaba.com,冥想用品,1601237307319,热卖定制标志环保矩形瑜伽垫可拆卸冥想枕头按摩你的酸奶练习,热卖定制标志环保矩形瑜伽垫可拆卸冥想枕头按摩你的酸奶练习；无忧退；复购率 18%,US$5.80-6.50,USD,5.80,6.50,最低起订量：4 pieces,4,pieces,"Ningbo Boga Sports Goods Co., Ltd.",5年 / CN,4.7,4.7/5.0 / (37),无忧退 | 复购率 18%,,False,https://www.alibaba.com/product-detail/Hot-Selling-Custom-Logo-Eco-Friendly_1601237307319.html,https://s.alicdn.com/@sc04/kf/Hd15412d16cdb4c8eb8dfdf9e4160fb46A.jpg_300x300.jpg,2026-09-08T05:39:56.737000+00:00,meditation cushion,zh-CN
ali-1601870671104,Alibaba.com,冥想用品,1601870671104,厚实的冥想坐垫 EPE 棉质环保可水洗便携式坐垫，适合瑜伽普拉提运动,厚实的冥想坐垫 EPE 棉质环保可水洗便携式坐垫，适合瑜伽普拉提运动；无忧退,US$2.50-4,USD,2.50,4,最低起订量：4 pieces,4,pieces,Changsha Yuhua District Yangyuan Porcelain Daily Necessities Museum (sole Proprietorship),1年 / CN,4.6,4.6/5.0 / (1),无忧退,,False,https://www.alibaba.com/product-detail/Thick-Meditation-Cushion-EPE-Cotton-Eco_1601870671104.html,https://s.alicdn.com/@sc04/kf/H5c77135d3c0149ccbacd94d16f0be726Z.jpg_300x300.jpg,2026-09-08T05:39:56.737000+00:00,meditation cushion,zh-CN
ali-1600916339839,Alibaba.com,冥想用品,1600916339839,新月冥想垫-半月形瑜伽枕; 有机棉Zafu冥想垫，填充荞麦皮,新月冥想垫-半月形瑜伽枕; 有机棉Zafu冥想垫，填充荞麦皮；11月14日前到货；复购率 36%,US$10,USD,10,10,最低起订量：2 pieces,2,pieces,"Hubei Dm Eco-Friendly Material Co., Ltd.",8年 / CN,4.7,4.7/5.0 / (12),11月14日前到货 | 复购率 36%,,False,https://www.alibaba.com/product-detail/Crescent-Meditation-Cushion-Half-Moon-Yoga_1600916339839.html,https://s.alicdn.com/@sc04/kf/A6fff898b7c79449aab49f5c93ba6d57bg.jpg_300x300.jpg,2026-09-08T05:39:56.737000+00:00,meditation cushion,zh-CN
ali-1601941751996,Alibaba.com,冥想用品,1601941751996,CNseeu 热销月牙形瑜伽普拉提冥想垫荞麦枕可水洗可拆卸棉质成人定制徽标尺寸 L,CNseeu 热销月牙形瑜伽普拉提冥想垫荞麦枕可水洗可拆卸棉质成人定制徽标尺寸 L；无忧退；复购率 50%,US$7.10-8.23,USD,7.10,8.23,最低起订量：100 pieces,100,pieces,Cixi Changhe Hengyue Plastic Electrical Appliance Factory,16年 / CN,,,无忧退 | 复购率 50%,,False,https://www.alibaba.com/product-detail/CNseeu-Hot-Sale-Crescent-Yoga-Pilates_1601941751996.html,https://s.alicdn.com/@sc04/kf/H53b6300710c846afabd19f870340e782K.jpg_300x300.jpg,2026-09-08T05:39:56.737000+00:00,meditation cushion,zh-CN
ali-1601624175190,Alibaba.com,冥想用品,1601624175190,粉色矩形环保瑜伽枕产前恢复性冥想垫,粉色矩形环保瑜伽枕产前恢复性冥想垫；无忧退；复购率 25%,US$8.24,USD,8.24,8.24,最低起订量：10 pieces,10,pieces,"Hebei Jianlin Sports Equipment Manufacturing Co., Ltd",3年 / CN,3.6,3.6/5.0 / (11),无忧退 | 复购率 25%,认证,False,https://www.alibaba.com/product-detail/Pink-Rectangular-Eco-Friendly-Yoga-Bolster_1601624175190.html,https://s.alicdn.com/@sc04/kf/H27e59d62ae794e94a6ce3e7f40d1e426w.jpg_300x300.jpg,2026-09-08T05:39:56.737000+00:00,meditation cushion,zh-CN
ali-1601051874496,Alibaba.com,冥想用品,1601051874496,31厘米直径13厘米高机洗盖冥想座椅圆形瑜伽枕垫带靠枕,31厘米直径13厘米高机洗盖冥想座椅圆形瑜伽枕垫带靠枕；11月14日前到货；复购率 15%,US$6.99,USD,6.99,6.99,最低起订量：200 pieces,200,pieces,"Suzhou One Two Three Sports Goods Co., Ltd.",10年 / CN,4.5,4.5/5.0 / (23),11月14日前到货 | 复购率 15%,,False,https://www.alibaba.com/product-detail/31Cm-Diameter-13Cm-High-Machine-Washable_1601051874496.html,https://s.alicdn.com/@sc04/kf/Hee5296c5dc5a4cb59c58798b004ce7deT.jpg_300x300.jpg,2026-09-08T05:39:56.737000+00:00,meditation cushion,zh-CN
ali-1600450875246,Alibaba.com,冥想用品,1600450875246,批发自有品牌疗愈坐垫荞麦8厘米厚方形天鹅绒瑜伽冥想枕垫套装定制徽标,批发自有品牌疗愈坐垫荞麦8厘米厚方形天鹅绒瑜伽冥想枕垫套装定制徽标；11月02日前到货；复购率 17%,US$18.40,USD,18.40,18.40,最低起订量：50 pieces,50,pieces,"He'nan Yeway Industrial Development Co., Ltd.",6年 / CN,4.8,4.8/5.0 / (23),11月02日前到货 | 复购率 17%,,False,https://www.alibaba.com/product-detail/Wholesale-Private-Label-Healing-Zafu-Buckwheat_1600450875246.html,https://s.alicdn.com/@sc04/kf/H3f91c22e5191428ca8d6cf46e00b0c02f.jpg_300x300.jpg,2026-09-08T05:39:56.737000+00:00,meditation cushion,zh-CN
ali-1601274902500,Alibaba.com,冥想用品,1601274902500,高品质棉麻矩形瑜伽枕垫耐用的冥想和瑜伽练习垫,高品质棉麻矩形瑜伽枕垫耐用的冥想和瑜伽练习垫；无忧退,US$4.69-5.99,USD,4.69,5.99,最低起订量：50 pieces,50,pieces,"Hubei Welllead Sport Products Co., Ltd.",3年 / CN,4.8,4.8/5.0 / (43),无忧退,,False,https://www.alibaba.com/product-detail/High-Quality-Cotton-and-Linen-Rectangular_1601274902500.html,https://s.alicdn.com/@sc04/kf/H680fa8816f3a41f09f1685653ec68d97J.jpg_300x300.jpg,2026-09-08T05:39:56.737000+00:00,meditation cushion,zh-CN
ali-1601941311381,Alibaba.com,冥想用品,1601941311381,CZFIT 可定制环保弹性PP棉填充冥想坐垫，适用于瑜伽腰枕和坐垫,CZFIT 可定制环保弹性PP棉填充冥想坐垫，适用于瑜伽腰枕和坐垫；11月12日前到货；无忧退,US$8.45,USD,8.45,8.45,最低起订量：2 pieces,2,pieces,"Jinhua Jianman Import & Export Co., Ltd.",1年 / CN,,,11月12日前到货 | 无忧退,,False,https://www.alibaba.com/product-detail/CZFIT-Customizable-Eco-Friendly-Resilience-PP_1601941311381.html,https://s.alicdn.com/@sc04/kf/Hf1274faf256742db9088f4b2bea8b5a0P.jpg_300x300.jpg,2026-09-08T05:39:56.737000+00:00,meditation cushion,zh-CN
ali-1601507784945,Alibaba.com,美容工具,1601507784945,刮莎美容护肤工具定制标志环保优质金属面部颈部按摩礼品女性面部抗衰老,刮莎美容护肤工具定制标志环保优质金属面部颈部按摩礼品女性面部抗衰老；无忧退；复购率 24%,US$1.55-3,USD,1.55,3,最低起订量：100 pieces,100,pieces,"Dongguan Fung Hing Hardware Products Co., Ltd.",9年 / CN,5.0,5.0/5.0 / (13),无忧退 | 复购率 24%,,False,https://www.alibaba.com/product-detail/Gua-Sha-Beauty-Skincare-Tool-Custom_1601507784945.html,https://s.alicdn.com/@sc04/kf/H8c7757ed4cbb48ef9e01f631a3bfb173Y.jpg_300x300.jpg,2026-09-08T05:40:00.170000+00:00,skincare beauty tool,zh-CN
ali-1601828546535,Alibaba.com,美容工具,1601828546535,压电皮肤刮板 深层清洁超声波 PZT 美容刮板 用于皮肤护理,压电皮肤刮板 深层清洁超声波 PZT 美容刮板 用于皮肤护理；无忧退,US$2.50-3.50,USD,2.50,3.50,最低起订量：10 pieces,10,pieces,"Jiaxing Mesh Atomization Technology Co., Ltd.",1年 / CN,,,无忧退,,False,https://www.alibaba.com/product-detail/Piezoelectric-Skin-Spatula-Deep-Cleansing-Ultrasonic_1601828546535.html,https://s.alicdn.com/@sc04/kf/H76d90d91446e429996b02f80beacabc6d.jpg_300x300.jpg,2026-09-08T05:40:00.170000+00:00,skincare beauty tool,zh-CN
ali-1601727577718,Alibaba.com,美容工具,1601727577718,工厂批发24-410尺寸卸妆液分配器面部清洁护理按压式上下移动可定制颜色,工厂批发24-410尺寸卸妆液分配器面部清洁护理按压式上下移动可定制颜色；无忧退,US$0.17-0.19,USD,0.17,0.19,"最低起订量：10,000 pieces",10000,pieces,"Yuyao Jingbei Plastic Industry Co., Ltd.",1年 / CN,,,无忧退,,False,https://www.alibaba.com/product-detail/Factory-Wholesale-24-410-Size-Make_1601727577718.html,https://s.alicdn.com/@sc04/kf/Hb5ef88e3fff94df0bb8e283c4eddd4e1F.jpg_300x300.jpg,2026-09-08T05:40:00.170000+00:00,skincare beauty tool,zh-CN
